Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Genres,CoverUrl
35749414,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,David  Reich,"Reich, David",,"=""110187032X""","=""9781101870327""",0,4.14,Pantheon,Hardcover,335,2018,2018,2024/07/24,2024/07/16,,,read,,,,1,0,Genomics; DNA; Human genetics; Human population genetics; Prehistoric peoples,https://covers.openlibrary.org/b/id/14587540-L.jpg|https://covers.openlibrary.org/b/isbn/9781101870327-L.jpg
196824276,Mindful Eating,Carrie Dennett,"Dennett, Carrie",,"=""""","=""""",0,3.48,Audible Originals,Audible Audio,3,2023,,2024/07/28,2024/07/26,,,read,,,,1,0,,
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.20,Del Rey,Paperback,250,2005,1980,2024/07/26,2024/07/20,,,read,,,,1,0,,
1142063,Moon Shot: The Inside Story of America's Race to the Moon,Alan Shepard,"Shepard, Alan","Deke Slayton, Jay Barbree, Neil Armstrong, Howard Benedict","=""1878685546""","=""9781878685544""",0,4.16,Turner Publishing,Hardcover,416,1994,1994,,2024/07/18,to-read,to-read (#178),to-read,,,,0,0,History; Project Apollo (U.S.); Space flight to the moon,https://covers.openlibrary.org/b/id/7451638-L.jpg|https://covers.openlibrary.org/b/isbn/9781878685544-L.jpg
15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,"Wecker, Helene",,"=""0062110837""","=""9780062110831""",0,4.13,Harper,Hardcover,486,2013,2013,2024/07/16,2024/01/04,,,read,,,,1,0,Golem; Arab Mythology; Jinn; Jewish mythology; Fiction,https://covers.openlibrary.org/b/id/9245227-L.jpg|https://covers.openlibrary.org/b/isbn/9780062110831-L.jpg
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,3.98,Viking,Hardcover,288,2020,2020,2024/07/09,2023/12/31,,,read,,,,1,0,"nyt:combined-print-and-e-book-fiction=2020-10-18; New York Times bestseller; New York Times reviewed; Fiction, science fiction, general; Fiction, fantasy, general",https://covers.openlibrary.org/b/id/10313767-L.jpg|https://covers.openlibrary.org/b/isbn/9780525559474-L.jpg
54425528,Probable Impossibilities: Musings on Beginnings and Endings,Alan Lightman,"Lightman, Alan",,"=""152474901X""","=""9781524749019""",0,3.94,Pantheon,Hardcover,208,2021,2021,,2024/07/05,to-read,to-read (#177),to-read,,,,0,0,Astronomy; Cosmology; Metaphysics; Philosophy of mind; Physics,https://covers.openlibrary.org/b/id/10829709-L.jpg|https://covers.openlibrary.org/b/isbn/9781524749019-L.jpg
196774338,The Light Eaters: How the Unseen World of Plant Intelligence Offers a New Understanding of Life on Earth,Zoë Schlanger,"Schlanger, Zoë",,"=""0063073854""","=""9780063073852""",0,4.27,Harper,Hardcover,304,2024,2024,,2024/07/05,to-read,to-read (#176),to-read,,,,0,0,nyt:hardcover-nonfiction=2024-05-26; New York Times bestseller; Botany,https://covers.openlibrary.org/b/id/14623670-L.jpg|https://covers.openlibrary.org/b/isbn/9780063073852-L.jpg
29767627,Reality is Not What it Seems: The Journey to Quantum Gravity,Carlo Rovelli,"Rovelli, Carlo",,"=""5268439022""","=""9785268439021""",0,4.33,Allen Lane,Hardcover,256,2016,2014,,2024/07/05,to-read,to-read (#175),to-read,,,,0,0,,https://covers.openlibrary.org/b/isbn/9785268439021-L.jpg
252577,"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",0,4.15,Harper Perennial,Paperback,452,2005,1996,,2024/07/03,to-read,to-read (#174),to-read,,,,0,0,Irish Americans; Irlandeses-americanos; Family; Social life and customs; Open Library Staff Picks,https://covers.openlibrary.org/b/id/13432-L.jpg|https://covers.openlibrary.org/b/isbn/9780007205233-L.jpg
141499,Failure is Not an Option: Mission Control From Mercury to Apollo 13 and Beyond,Gene Kranz,"Kranz, Gene",,"=""0425179877""","=""9780425179871""",0,4.31,Berkley Trade,Paperback,416,2001,2000,2024/07/03,2024/01/01,,,read,,,,1,0,Systems engineering; Ground support systems (Astronautics); Manned space flight; United States; United States. National Aeronautics and Space Administration,https://covers.openlibrary.org/b/id/271933-L.jpg|https://covers.openlibrary.org/b/isbn/9780425179871-L.jpg
60784471,The Terraformers,Annalee Newitz,"Newitz, Annalee",,"=""1250228018""","=""9781250228017""",0,3.33,Tor Books,Hardcover,338,2023,2023,2024/06/29,2024/01/04,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/13239812-L.jpg|https://covers.openlibrary.org/b/isbn/9781250228017-L.jpg
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.34,Scribner,Hardcover,472,2010,2010,2024/06/23,2024/06/18,,,read,,,,1,0,,
18736925,Capital in the Twenty First Century,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,"=""067443000X""","=""9780674430006""",0,4.06,Belknap Press: An Imprint of Harvard University Press,Hardcover,685,2014,2013,,2024/06/19,to-read,to-read (#173),to-read,,,,0,0,Capitalism; wealth; capital; inequality; social welfare,https://covers.openlibrary.org/b/id/11240078-L.jpg|https://covers.openlibrary.org/b/isbn/9780674430006-L.jpg
60321392,The Song of the Cell: An Exploration of Medicine and the New Human,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""1982117354""","=""9781982117351""",0,4.29,Scribner,Hardcover,473,2022,2022,,2024/06/19,to-read,to-read (#172),to-read,,,,0,0,biology; cells; Cytology; immunology; Research,https://covers.openlibrary.org/b/id/12982914-L.jpg|https://covers.openlibrary.org/b/isbn/9781982117351-L.jpg
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,"Gawande, Atul",,"=""0312421702""","=""9780312421700""",0,4.28,Metropolitan Books,Paperback,270,2003,2002,,2024/06/19,to-read,to-read (#171),to-read,,,,0,0,"Surgery; Surgeons, biography; Chirurg; Reisen und Expeditionen; Expedition",https://covers.openlibrary.org/b/id/6885902-L.jpg|https://covers.openlibrary.org/b/isbn/9780312421700-L.jpg
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,4.16,Harper Voyager,Kindle Edition,545,2018,2018,2024/06/18,2024/01/04,,,read,,,,1,0,Fiction; Fantasy; Historical; Epic; Cultural Heritage,https://covers.openlibrary.org/b/id/11946352-L.jpg|https://covers.openlibrary.org/b/isbn/9780062662590-L.jpg
100697520,The Way Forward (The Inward Trilogy),Yung Pueblo,"Pueblo, Yung",,"=""1524874833""","=""9781524874834""",0,4.38,Andrews McMeel Publishing,Paperback,240,2023,,,2024/06/17,to-read,to-read (#170),to-read,,,,0,0,Emotional intelligence; nyt:advice-how-to-and-miscellaneous=2023-10-29; New York Times bestseller,https://covers.openlibrary.org/b/isbn/9781524874834-L.jpg
62873978,Tough Titties: On Living Your Best Life When You're the F-ing Worst,Laura Belgray,"Belgray, Laura",,"=""0306826046""","=""9780306826047""",0,3.51,Grand Central Publishing,Hardcover,320,2023,,2024/06/14,2023/12/31,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/13545981-L.jpg|https://covers.openlibrary.org/b/isbn/9780306826047-L.jpg
60652997,"Hell Bent (Alex Stern, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313104""","=""9781250313102""",0,4.11,Flatiron Books,Hardcover,481,2023,2023,2024/06/10,2023/12/09,,,read,,,,1,0,"nyt:combined-print-and-e-book-fiction=2023-01-29; New York Times bestseller; American literature; Fiction, thrillers, supernatural; Fiction, occult & supernatural",https://covers.openlibrary.org/b/id/12873065-L.jpg|https://covers.openlibrary.org/b/isbn/9781250313102-L.jpg
781182,Barbarians at the Gate: The Fall of RJR Nabisco,Bryan Burrough,"Burrough, Bryan",John Helyar,"=""0060536357""","=""9780060536350""",0,4.28,HarperBus,Paperback,592,2005,1989,2024/06/08,2024/02/13,,,read,,,,1,0,Case studies; RJR Nabisco (Firm); Conglomerate corporations; Leveraged buyouts; Consolidation and merger of corporations,https://covers.openlibrary.org/b/id/8621490-L.jpg|https://covers.openlibrary.org/b/isbn/9780060536350-L.jpg
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,4.00,Flatiron Books,Hardcover,461,2019,2019,2024/06/06,2023/12/09,,,read,,,,1,0,"Dark Fantasy; Fiction, thrillers, general; Fiction, occult & supernatural; Fiction, fantasy, paranormal; nyt:combined-print-and-e-book-fiction=2019-10-27",https://covers.openlibrary.org/b/id/12667414-L.jpg|https://covers.openlibrary.org/b/isbn/9781250313072-L.jpg
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0140092501""","=""9780140092509""",0,4.03,Penguin Group,Paperback,352,1988,1987,2024/05/30,2023/08/27,,,read,,,,1,0,,https://books.google.com/books/content?id=LQ7vBbruK9kC&printsec=frontcover&img=1&zoom=1&source=gbs_api|https://covers.openlibrary.org/b/isbn/9780140092509-L.jpg
167457,Sweetness and Power: The Place of Sugar in Modern History,Sidney W. Mintz,"Mintz, Sidney W.",,"=""0140092331""","=""9780140092332""",0,3.78,Penguin Books,Paperback,304,1986,1985,,2024/05/29,to-read,to-read (#169),to-read,,,,0,0,History; Social aspects; Social aspects of Sugar; Social aspects of Sugar trade; Sugar,https://covers.openlibrary.org/b/id/94242-L.jpg|https://covers.openlibrary.org/b/isbn/9780140092332-L.jpg
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,,2024/05/27,to-read,to-read (#168),to-read,,,,0,0,fictional works; Runaway teenagers; Fiction; Adolescence; teenage boys,https://covers.openlibrary.org/b/id/14813208-L.jpg|https://covers.openlibrary.org/b/isbn/9780316769174-L.jpg
58330567,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,"Brown, Brené",Gavin Aung Than,"=""0399592555""","=""9780399592553""",0,4.32,Random House,Hardcover,301,2021,2021,2024/05/26,2024/01/07,,,read,,,,1,0,nyt:advice-how-to-and-miscellaneous=2021-12-19; New York Times bestseller; Self-actualization (Psychology); Language and emotions; Experience,https://covers.openlibrary.org/b/id/11945339-L.jpg|https://covers.openlibrary.org/b/isbn/9780399592553-L.jpg
29226553,"Dark Age (Red Rising Saga, #5)",Pierce Brown,"Brown, Pierce",,"=""0425285952""","=""9780425285954""",0,4.50,Del Rey,ebook,704,2019,2019,,2024/05/18,to-read,to-read (#167),to-read,,,,0,0,War & Military Action Fiction; Colonization Science Fiction; Space Fleet Science Fiction; Action & Adventure; Science Fiction & Fantasy,https://covers.openlibrary.org/b/isbn/9780425285954-L.jpg
33257757,"Iron Gold (Red Rising Saga, #4)",Pierce Brown,"Brown, Pierce",,"=""042528591X""","=""9780425285916""",0,4.21,Del Rey,Hardcover,602,2018,2018,,2024/05/18,to-read,to-read (#166),to-read,,,,0,0,"Historicity; Biography; nyt:hardcover-fiction=2018-02-04; New York Times bestseller; Fiction, science fiction, action & adventure",https://covers.openlibrary.org/b/id/15093518-L.jpg|https://covers.openlibrary.org/b/isbn/9780425285916-L.jpg
29227774,"Light Bringer (Red Rising Saga, #6)",Pierce Brown,"Brown, Pierce",,"=""1473646804""","=""9781473646803""",0,4.77,Hodder & Stoughton,Hardcover,682,2023,2023,,2024/05/18,to-read,to-read (#164),to-read,,,,0,0,,https://books.google.com/books/content?id=r6O_zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|https://covers.openlibrary.org/b/isbn/9781473646803-L.jpg
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5,4.23,Avon,Mass Market Paperback,1152,2002,1999,,2022/10/06,,,read,,,,1,0,,
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.33,Orbit,Paperback,416,2017,2017,2024/05/26,2024/01/07,,,read,,,,1,0,,
61657799,"Red God (Red Rising Saga, #7)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",0,4.51,,Unknown Binding,,2026,2026,,2024/05/18,to-read,to-read (#165),to-read,,,,0,0,,
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.29,Orbit,Paperback,410,2016,2016,2024/05/15,2024/01/07,,,read,,,,1,0,,
507952,"Empires of Light: Edison, Tesla, Westinghouse, and the Race to Electrify the World",Jill Jonnes,"Jonnes, Jill",,"=""0375758844""","=""9780375758843""",0,4.08,Random House Trade Paperbacks,Paperback,464,2004,2003,2024/05/12,2024/02/13,,,read,,,,1,0,History; Electrification; Electrical engineering; Electric power; Competition,https://covers.openlibrary.org/b/id/230488-L.jpg|https://covers.openlibrary.org/b/isbn/9780375758843-L.jpg
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0142001619""","=""9780142001615""",0,3.75,Penguin Books,Paperback,484,2003,2002,2024/05/06,2024/01/04,,,read,,,,1,0,Salt industry and trade; New York Times bestseller; nyt:e-book_nonfiction=2011-11-26; History; Salt,https://covers.openlibrary.org/b/id/109411-L.jpg|https://covers.openlibrary.org/b/isbn/9780142001615-L.jpg
195264190,"Compulsory (The Murderbot Diaries, #0.5)",Martha Wells,"Wells, Martha",,"=""1645241726""","=""9781645241720""",0,4.30,Subterranean Press,ebook,8,2023,2018,,2024/05/06,to-read,to-read (#163),to-read,,,,0,0,,https://covers.openlibrary.org/b/id/15141331-L.jpg|https://covers.openlibrary.org/b/isbn/9781645241720-L.jpg
53205854,"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,"Wells, Martha",,"=""1250765374""","=""9781250765376""",0,4.29,Tor.com,Hardcover,168,2021,2021,,2024/05/06,to-read,to-read (#162),to-read,,,,0,0,"nyt:combined-print-and-e-book-fiction=2021-05-16; New York Times bestseller; Fiction, science fiction, action & adventure; Fiction, science fiction, hard science fiction; Fiction, mystery & detective, general",https://covers.openlibrary.org/b/id/10104879-L.jpg|https://covers.openlibrary.org/b/isbn/9781250765376-L.jpg
61885029,Starter Villain,John Scalzi,"Scalzi, John",,"=""0765389223""","=""9780765389220""",0,4.12,Tor Books,Hardcover,264,2023,2023,2024/04/26,2023/12/31,,,read,,,,1,0,nyt:combined-print-and-e-book-fiction=2023-10-08; New York Times bestseller; American literature,https://covers.openlibrary.org/b/id/14432013-L.jpg|https://covers.openlibrary.org/b/isbn/9780765389220-L.jpg
7936425,More Money Than God: Hedge Funds and the Making of a New Elite,Sebastian Mallaby,"Mallaby, Sebastian",,"=""1594202559""","=""9781594202551""",0,4.11,Penguin Press,Hardcover,496,2010,2010,2024/04/25,2024/02/13,,,read,,,,1,0,Hedge funds; Investment advisors; New York Times reviewed; Memorial bookplates; Class of 1955,https://covers.openlibrary.org/b/id/12634714-L.jpg|https://covers.openlibrary.org/b/isbn/9781594202551-L.jpg
52857700,"House of Flame and Shadow (Crescent City, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681193094""","=""9781681193090""",0,4.23,Bloomsbury Publishing,ebook,835,2024,2024,2024/04/18,2024/01/10,,,read,,,,1,0,Fantasy; Romance; Fantasy Romance; Adult; Fiction,https://covers.openlibrary.org/b/id/14576237-L.jpg|https://covers.openlibrary.org/b/isbn/9781681193090-L.jpg
8201080,The Master Switch: The Rise and Fall of Information Empires,Tim Wu,"Wu, Tim",,"=""0307269930""","=""9780307269935""",0,3.89,Knopf,Hardcover,384,2010,2010,2024/04/08,2024/02/13,,,read,,,,1,0,History; Telecommunication; Information technology; Long Now Manual for Civilization; Telecommunication -- History,https://covers.openlibrary.org/b/id/14833450-L.jpg|https://covers.openlibrary.org/b/isbn/9780307269935-L.jpg
83668117,"The Atlas Complex (The Atlas, #3)",Olivie Blake,"Blake, Olivie",,"=""1250855136""","=""9781250855138""",0,2.84,Tor Books,Hardcover,496,2024,2024,2024/04/07,2023/12/31,,,read,,,,1,0,nyt:hardcover-fiction=2024-01-28; New York Times bestseller,https://covers.openlibrary.org/b/id/13239396-L.jpg|https://covers.openlibrary.org/b/isbn/9781250855138-L.jpg
19161852,The Fifth Season (The Broken Earth #1),N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.29,Orbit,Paperback,468,2015,2015,2024/05/07,2024/01/07,,,read,,,,1,0,,
54140556,Working in Public: The Making and Maintenance of Open Source Software,Nadia Eghbal,"Eghbal, Nadia",,"=""0578675862""","=""9780578675862""",0,3.92,Stripe Press,Hardcover,252,2020,2020,,2024/04/06,to-read,to-read (#161),to-read,,,,0,0,Computer software; Long Now Manual for Civilization,https://covers.openlibrary.org/b/id/10290182-L.jpg|https://covers.openlibrary.org/b/isbn/9780578675862-L.jpg
4167560,The Great Mutiny : India 1857,Christopher Hibbert,"Hibbert, Christopher",,"=""0670349836""","=""9780670349838""",0,3.98,The Viking Press,Hardcover,472,1978,1978,,2024/04/01,to-read,to-read (#160),to-read,,,,0,0,"History; Fiction, general; India, history, sepoy rebellion, 1857-1858",https://covers.openlibrary.org/b/id/4434771-L.jpg|https://covers.openlibrary.org/b/isbn/9780670349838-L.jpg
36325702,The Mind is Flat,Nick Chater,"Chater, Nick",,"=""0241208440""","=""9780241208441""",0,3.76,allen lane uk,Hardcover,272,2018,,,2024/03/28,to-read,to-read (#159),to-read,,,,0,0,Neurosciences; Human behavior; Cognition; Physiology; Behavior,https://covers.openlibrary.org/b/isbn/9780241208441-L.jpg
12703074,Genentech: The Beginnings of Biotech (Synthesis),Sally Smith Hughes,"Hughes, Sally Smith",,"=""0226359182""","=""9780226359182""",0,3.97,University of Chicago Press,Hardcover,213,2011,2009,2024/03/25,2024/02/13,,,read,,,,1,0,Biotechnology; Inc Genentech; Biotechnology industries; History; High technology industries,https://covers.openlibrary.org/b/id/9430350-L.jpg|https://covers.openlibrary.org/b/isbn/9780226359182-L.jpg
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",0,4.31,Doubleday Books,Hardcover,450,2019,2019,,2024/03/24,to-read,to-read (#158),to-read,,,,0,0,Human anatomy; Human physiology; Anatomy; SCIENCE / Life Sciences / Human Anatomy & Physiology; MEDICAL / Anatomy,https://covers.openlibrary.org/b/id/9312639-L.jpg|https://covers.openlibrary.org/b/isbn/9780385539302-L.jpg
57912066,"The Atlas Paradox (The Atlas, #2)",Olivie Blake,"Blake, Olivie",,"=""1250855128""","=""9781250855121""",0,3.50,Tor Books,Kindle Edition,560,2022,2022,2024/03/24,2024/03/10,,,read,,,,1,0,"nyt:hardcover-fiction=2022-11-13; New York Times bestseller; Fiction, fantasy, general",https://covers.openlibrary.org/b/isbn/9781250855121-L.jpg
59088361,Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,Steve Magness,"Magness, Steve",,"=""006309861X""","=""9780063098619""",0,3.82,HarperOne,Hardcover,320,2022,2022,2024/03/12,2024/01/01,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/14322877-L.jpg|https://covers.openlibrary.org/b/isbn/9780063098619-L.jpg
61153739,Outlive: The Science & Art of Longevity,Peter Attia,"Attia, Peter",Bill Gifford,"=""0593236599""","=""9780593236598""",0,4.33,Harmony,Hardcover,496,2023,2023,2024/03/02,2024/02/04,,,read,,,,1,0,nyt:combined-print-and-e-book-nonfiction=2023-04-16; New York Times bestseller,https://covers.openlibrary.org/b/id/13191259-L.jpg|https://covers.openlibrary.org/b/isbn/9780593236598-L.jpg
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.17,Crown,Hardcover,329,2019,2019,2024/02/26,2024/01/07,,,read,,,,1,0,"Fiction, suspense; Fiction, thrillers; Fiction, thrillers, general; nyt:combined-print-and-e-book-fiction=2019-06-30; New York Times bestseller",https://covers.openlibrary.org/b/id/8748478-L.jpg|https://covers.openlibrary.org/b/isbn/9781524759780-L.jpg
